gen,best,mean,median,top 30%,bot 30%,optimal_val
0,7436.6,7745.864000000001,7754.7,7604.646666666666,7880.826666666666,6922.0
1,7417.4,7725.878,7734.0,7580.32,7867.56,6922.0
2,7382.2,7699.634,7700.1,7556.146666666666,7843.2,6922.0
3,7366.4,7685.214000000002,7688.1,7540.079999999999,7829.033333333331,6922.0
4,7361.8,7673.389999999999,7677.9,7537.68,7808.026666666668,6922.0
5,7340.2,7659.195999999999,7663.9,7513.286666666667,7804.4,6922.0
6,7329.8,7629.135999999999,7637.6,7491.446666666666,7761.499999999998,6922.0
7,7318.2,7617.260000000002,7623.1,7477.253333333332,7753.38,6922.0
8,7310.0,7594.8679999999995,7602.2,7451.533333333333,7732.546666666667,6922.0
9,7307.8,7582.7119999999995,7592.0,7440.146666666667,7717.9333333333325,6922.0
10,7305.6,7563.316000000001,7563.8,7425.666666666666,7704.806666666666,6922.0
11,7303.4,7544.553999999999,7547.3,7415.2733333333335,7677.926666666666,6922.0
12,7288.0,7531.735999999999,7526.9,7400.1866666666665,7672.333333333334,6922.0
13,7279.4,7514.333999999998,7507.0,7389.219999999999,7652.7400000000025,6922.0
14,7273.4,7508.252,7502.9,7378.859999999999,7647.08,6922.0
15,7269.6,7488.536,7480.1,7357.626666666669,7631.3,6922.0
16,7262.4,7478.336,7466.9,7357.100000000001,7614.379999999999,6922.0
17,7257.0,7466.142,7459.2,7339.473333333335,7606.5666666666675,6922.0
18,7253.6,7449.118,7434.0,7330.553333333335,7590.079999999999,6922.0
19,7243.2,7432.292000000001,7416.8,7320.1866666666665,7566.9800000000005,6922.0
20,7241.8,7417.058,7394.3,7319.06,7542.08,6922.0
21,7234.2,7412.6720000000005,7387.8,7311.546666666664,7544.6866666666665,6922.0
22,7234.2,7401.364,7374.5,7304.906666666667,7529.3,6922.0
23,7225.0,7396.378,7374.2,7299.519999999999,7521.966666666665,6922.0
24,7213.0,7391.114,7367.3,7294.253333333334,7518.7333333333345,6922.0
25,7204.2,7381.548000000001,7356.4,7285.960000000001,7509.766666666667,6922.0
26,7201.4,7374.244000000001,7353.9,7276.713333333333,7500.799999999998,6922.0
27,7198.2,7365.698000000001,7339.8,7275.386666666667,7485.773333333333,6922.0
28,7192.6,7358.0740000000005,7338.7,7263.153333333334,7481.386666666667,6922.0
29,7192.0,7351.992,7330.2,7259.140000000001,7469.419999999998,6922.0
30,7191.8,7349.645999999999,7332.8,7256.9,7467.26,6922.0
31,7189.0,7354.609999999999,7331.8,7252.58,7483.540000000001,6922.0
32,7187.8,7351.281999999999,7329.7,7252.786666666667,7475.4800000000005,6922.0
33,7187.8,7352.937999999999,7329.7,7249.866666666667,7483.866666666666,6922.0
34,7187.8,7344.869999999998,7325.7,7249.4,7467.893333333333,6922.0
35,7187.8,7342.399999999999,7322.5,7245.6866666666665,7470.339999999999,6922.0
36,7186.4,7337.4400000000005,7315.9,7242.433333333332,7463.233333333333,6922.0
37,7186.0,7338.251999999999,7317.8,7238.76,7464.793333333333,6922.0
