gen,best,mean,median,top 30%,bot 30%,optimal_val
0,7407.4,7757.945999999999,7761.6,7605.860000000001,7913.833333333334,6922.0
1,7397.6,7754.303999999999,7760.1,7603.966666666667,7899.5599999999995,6922.0
2,7394.8,7758.722,7763.5,7606.06,7908.466666666665,6922.0
3,7383.2,7749.488,7751.4,7602.753333333334,7896.219999999998,6922.0
4,7379.4,7745.942,7754.5,7596.019999999999,7891.553333333334,6922.0
5,7374.4,7746.956,7757.4,7593.853333333333,7895.340000000001,6922.0
6,7367.6,7743.456000000001,7746.9,7588.520000000001,7893.660000000001,6922.0
7,7367.6,7749.806,7756.0,7600.44,7895.353333333334,6922.0
8,7367.6,7747.790000000001,7747.6,7594.933333333334,7900.88,6922.0
9,7367.6,7750.471999999999,7757.4,7599.386666666665,7899.44,6922.0
10,7367.6,7752.486,7757.1,7598.840000000001,7906.153333333333,6922.0
11,7367.6,7753.842,7759.7,7597.540000000001,7909.853333333334,6922.0
12,7364.8,7755.129999999999,7764.2,7601.193333333334,7902.533333333331,6922.0
13,7364.8,7748.743999999999,7754.4,7593.4400000000005,7900.9,6922.0
14,7360.0,7756.107999999998,7763.6,7597.673333333334,7911.8133333333335,6922.0
15,7360.0,7741.316000000001,7749.5,7583.693333333334,7892.26,6922.0
16,7360.0,7753.716,7760.8,7598.013333333334,7905.893333333333,6922.0
17,7360.0,7747.556,7747.9,7593.200000000002,7902.146666666667,6922.0
18,7359.8,7752.6900000000005,7758.9,7604.6799999999985,7898.1,6922.0
19,7354.8,7742.030000000001,7753.6,7589.419999999998,7886.306666666666,6922.0
20,7354.0,7744.135999999999,7748.4,7590.686666666666,7895.233333333333,6922.0
21,7353.0,7753.588000000001,7756.4,7607.473333333333,7901.26,6922.0
22,7350.2,7746.852000000001,7750.4,7596.086666666667,7895.946666666668,6922.0
23,7345.8,7754.686,7759.5,7600.719999999999,7905.586666666665,6922.0
24,7345.8,7747.782000000001,7753.8,7592.659999999999,7899.586666666667,6922.0
25,7341.8,7750.535999999998,7753.0,7593.326666666666,7907.2733333333335,6922.0
26,7333.4,7750.176000000001,7752.6,7597.666666666667,7902.473333333333,6922.0
27,7332.8,7749.0199999999995,7754.6,7596.826666666666,7898.4,6922.0
28,7331.4,7748.13,7751.2,7592.893333333333,7899.2733333333335,6922.0
29,7330.4,7750.410000000001,7755.6,7594.173333333334,7902.1,6922.0
30,7328.2,7748.075999999999,7756.7,7594.920000000001,7897.673333333334,6922.0
31,7327.4,7747.916,7751.7,7596.513333333333,7898.566666666666,6922.0
32,7327.4,7743.82,7748.7,7593.840000000001,7893.586666666667,6922.0
33,7327.4,7750.6799999999985,7754.3,7599.6933333333345,7899.219999999998,6922.0
34,7327.4,7747.661999999999,7754.1,7596.626666666666,7896.5,6922.0
35,7327.4,7748.0,7756.8,7594.619999999998,7896.006666666666,6922.0
36,7324.6,7742.844,7748.4,7589.92,7894.18,6922.0
37,7324.6,7757.362000000001,7761.9,7600.146666666666,7909.066666666666,6922.0
38,7324.6,7750.972,7754.6,7601.0199999999995,7897.993333333332,6922.0
39,7324.6,7752.338000000002,7756.4,7600.106666666668,7905.453333333336,6922.0
40,7324.6,7754.3179999999975,7759.6,7603.266666666667,7904.9000000000015,6922.0
41,7324.4,7750.819999999998,7759.5,7593.993333333334,7900.540000000001,6922.0
42,7324.4,7747.32,7757.7,7589.686666666668,7897.346666666666,6922.0
43,7324.4,7746.45,7749.4,7595.2333333333345,7897.7,6922.0
44,7324.0,7742.674000000001,7745.5,7591.533333333335,7894.779999999999,6922.0
45,7324.0,7750.296,7753.9,7594.393333333333,7906.1933333333345,6922.0
46,7321.6,7751.303999999999,7758.9,7598.586666666668,7900.833333333333,6922.0
47,7320.6,7747.9079999999985,7758.8,7594.08,7895.3200000000015,6922.0
48,7320.6,7742.823999999999,7755.6,7584.406666666668,7890.406666666667,6922.0
49,7320.6,7752.993999999999,7756.2,7606.593333333335,7895.82,6922.0
50,7320.6,7751.5920000000015,7758.5,7600.0199999999995,7896.873333333332,6922.0
51,7320.4,7745.9,7750.6,7586.126666666666,7902.033333333335,6922.0
52,7320.4,7747.509999999999,7757.4,7591.546666666667,7896.173333333334,6922.0
53,7320.4,7741.910000000001,7747.4,7584.9400000000005,7895.7266666666665,6922.0
54,7320.4,7747.986,7750.6,7596.926666666666,7896.546666666666,6922.0
55,7318.0,7755.482000000001,7758.8,7600.579999999999,7910.666666666667,6922.0
56,7318.0,7751.2660000000005,7758.4,7599.300000000001,7900.646666666667,6922.0
57,7318.0,7748.418000000001,7752.1,7594.860000000001,7900.206666666667,6922.0
58,7318.0,7748.839999999999,7753.7,7593.74,7897.913333333335,6922.0
59,7318.0,7746.726000000001,7758.1,7589.0666666666675,7895.673333333335,6922.0
60,7318.0,7749.938,7754.8,7597.866666666667,7899.646666666666,6922.0
61,7318.0,7746.646000000001,7756.6,7589.186666666666,7898.426666666666,6922.0
62,7318.0,7747.081999999999,7750.7,7592.993333333334,7898.793333333332,6922.0
63,7318.0,7747.636,7751.2,7603.38,7889.106666666665,6922.0
64,7302.4,7747.290000000001,7752.1,7594.44,7892.106666666668,6922.0
65,7300.6,7747.437999999999,7751.5,7588.706666666667,7901.573333333332,6922.0
66,7300.6,7743.404,7751.9,7591.626666666666,7890.386666666667,6922.0
67,7300.6,7748.656000000001,7755.2,7594.413333333335,7898.08,6922.0
68,7300.6,7754.678,7760.5,7603.393333333332,7901.046666666667,6922.0
69,7300.6,7751.278000000001,7755.5,7603.420000000001,7895.693333333334,6922.0
70,7300.6,7744.0419999999995,7752.5,7589.626666666666,7892.826666666666,6922.0
71,7300.6,7752.887999999999,7762.2,7597.333333333333,7899.319999999998,6922.0
72,7300.6,7748.766000000001,7753.8,7594.006666666665,7901.0999999999985,6922.0
73,7300.6,7738.889999999999,7742.3,7585.2333333333345,7892.119999999998,6922.0
74,7300.6,7746.238,7751.7,7591.18,7899.960000000001,6922.0
75,7300.6,7746.696000000001,7752.0,7595.526666666665,7895.093333333332,6922.0
