gen,best,mean,median,top 30%,bot 30%,optimal_val
0,7439.2,7755.298000000001,7759.3,7604.986666666667,7903.3133333333335,6922.0
1,7412.0,7727.056,7734.1,7581.293333333332,7869.6,6922.0
2,7395.4,7701.134,7702.9,7558.753333333332,7846.946666666666,6922.0
3,7381.4,7682.234000000001,7684.7,7543.246666666668,7819.993333333334,6922.0
4,7377.2,7663.724,7661.3,7524.793333333333,7808.7733333333335,6922.0
5,7360.2,7647.69,7647.4,7506.713333333333,7793.506666666668,6922.0
6,7356.8,7631.789999999999,7634.9,7488.893333333335,7776.7733333333335,6922.0
7,7351.0,7616.039999999999,7618.5,7473.006666666668,7762.280000000001,6922.0
8,7344.4,7605.166,7612.0,7460.219999999999,7747.846666666667,6922.0
9,7312.2,7593.873999999999,7600.9,7454.759999999999,7728.853333333333,6922.0
10,7294.4,7571.045999999999,7574.5,7431.546666666666,7706.833333333334,6922.0
11,7284.6,7560.956,7563.2,7419.920000000003,7703.1,6922.0
12,7270.6,7543.378000000002,7537.2,7413.126666666666,7681.553333333334,6922.0
13,7269.6,7541.174000000002,7539.8,7404.833333333333,7683.06,6922.0
14,7256.8,7522.463999999998,7516.8,7389.140000000001,7666.773333333333,6922.0
15,7255.2,7508.870000000001,7499.6,7381.500000000002,7654.146666666667,6922.0
16,7251.6,7497.331999999999,7481.0,7373.833333333333,7640.620000000001,6922.0
17,7250.4,7492.666,7478.6,7369.886666666668,7632.553333333332,6922.0
18,7250.4,7491.194000000001,7478.9,7368.92,7628.093333333333,6922.0
19,7248.0,7488.401999999997,7477.9,7363.713333333333,7629.273333333333,6922.0
20,7243.2,7489.159999999999,7481.7,7357.68,7632.153333333333,6922.0
21,7236.0,7474.741999999998,7460.3,7352.82,7612.846666666666,6922.0
22,7228.8,7470.017999999999,7458.7,7338.113333333335,7614.2733333333335,6922.0
23,7220.4,7462.783999999998,7450.2,7335.873333333334,7604.426666666666,6922.0
24,7219.8,7455.641999999998,7443.1,7331.293333333332,7598.613333333332,6922.0
25,7219.8,7443.5740000000005,7428.8,7322.506666666668,7585.926666666666,6922.0
26,7213.0,7439.977999999997,7422.8,7315.613333333333,7587.106666666665,6922.0
27,7203.0,7429.669999999998,7408.2,7311.1866666666665,7573.213333333333,6922.0
28,7203.0,7429.364,7405.4,7303.746666666668,7581.860000000001,6922.0
29,7201.8,7428.961999999998,7407.7,7302.133333333334,7582.406666666668,6922.0
30,7199.4,7417.134,7393.0,7288.546666666667,7574.1866666666665,6922.0
31,7199.4,7407.372,7388.8,7280.173333333334,7560.153333333334,6922.0
32,7198.0,7409.932000000001,7387.7,7276.826666666666,7574.526666666667,6922.0
33,7196.0,7405.2660000000005,7389.0,7271.506666666666,7563.1866666666665,6922.0
34,7196.0,7392.573999999999,7376.1,7270.560000000002,7538.1,6922.0
35,7188.2,7385.2,7366.2,7258.9000000000015,7537.873333333332,6922.0
36,7185.0,7380.174000000002,7352.6,7256.753333333332,7535.660000000001,6922.0
37,7181.0,7366.5199999999995,7336.8,7249.906666666667,7518.120000000001,6922.0
38,7179.4,7366.872,7335.1,7247.280000000001,7524.793333333333,6922.0
39,7177.8,7367.192000000001,7336.8,7244.926666666668,7525.866666666667,6922.0
40,7177.8,7367.858,7337.1,7245.606666666667,7525.726666666667,6922.0
41,7175.2,7360.553999999999,7324.1,7238.9,7523.32,6922.0
42,7172.4,7361.656000000001,7322.4,7237.466666666669,7528.1,6922.0
43,7169.6,7359.522,7329.8,7238.386666666668,7515.373333333334,6922.0
44,7167.8,7360.622,7329.0,7236.466666666667,7521.140000000001,6922.0
45,7167.0,7364.745999999999,7337.3,7234.746666666666,7529.006666666666,6922.0
46,7163.6,7359.183999999999,7331.2,7233.4400000000005,7521.460000000001,6922.0
47,7158.2,7357.758,7326.7,7232.626666666666,7518.3200000000015,6922.0
48,7158.2,7352.301999999999,7329.2,7228.62,7507.7,6922.0
49,7157.2,7347.022,7325.1,7228.606666666667,7496.4800000000005,6922.0
50,7151.2,7354.344,7332.0,7227.5,7511.426666666666,6922.0
51,7148.4,7343.1039999999975,7317.0,7226.313333333334,7491.853333333334,6922.0
52,7148.2,7342.4039999999995,7312.8,7222.080000000002,7502.040000000001,6922.0
53,7146.0,7329.957999999999,7302.9,7210.626666666666,7483.973333333333,6922.0
54,7139.0,7329.35,7298.6,7217.253333333334,7481.966666666667,6922.0
55,7134.2,7327.0419999999995,7299.4,7212.7733333333335,7476.76,6922.0
