gen,best,mean,median,top 30%,bot 30%,optimal_val
0,7434.4,7748.292000000001,7756.0,7600.359999999999,7890.926666666666,6922.0
1,7387.0,7729.0,7733.3,7586.180000000002,7869.426666666668,6922.0
2,7366.0,7699.861999999999,7708.8,7562.06,7832.086666666665,6922.0
3,7360.2,7677.850000000001,7685.8,7543.046666666664,7808.346666666666,6922.0
4,7353.0,7666.601999999999,7675.5,7530.193333333334,7797.32,6922.0
5,7348.6,7654.101999999999,7658.6,7522.7266666666665,7784.953333333333,6922.0
6,7332.8,7637.125999999998,7646.4,7495.553333333334,7771.24,6922.0
7,7327.8,7613.409999999999,7615.1,7477.220000000001,7749.806666666668,6922.0
8,7315.0,7600.408,7606.3,7465.953333333333,7733.466666666667,6922.0
9,7312.6,7589.1799999999985,7590.7,7462.360000000001,7719.413333333333,6922.0
10,7300.0,7566.226,7559.5,7441.993333333334,7698.8066666666655,6922.0
11,7298.2,7553.0599999999995,7550.7,7435.266666666667,7678.959999999997,6922.0
12,7294.8,7538.666,7530.5,7421.373333333334,7666.76,6922.0
13,7289.2,7534.569999999998,7522.9,7416.053333333332,7667.786666666667,6922.0
14,7285.2,7522.284,7511.4,7398.4800000000005,7660.373333333332,6922.0
15,7279.6,7517.1539999999995,7505.6,7397.393333333333,7651.659999999999,6922.0
16,7277.2,7499.479999999999,7496.6,7380.12,7625.56,6922.0
17,7272.6,7495.778000000001,7486.6,7381.140000000001,7622.94,6922.0
18,7272.0,7486.801999999999,7477.6,7374.133333333334,7614.693333333334,6922.0
19,7264.6,7480.498,7468.1,7365.82,7614.033333333333,6922.0
20,7260.8,7468.354000000001,7457.9,7358.7266666666665,7594.520000000001,6922.0
21,7254.6,7457.204000000001,7446.4,7351.459999999999,7579.733333333333,6922.0
22,7252.4,7453.296,7441.1,7348.526666666668,7574.986666666667,6922.0
23,7247.2,7450.399999999999,7436.7,7343.2333333333345,7575.873333333332,6922.0
24,7241.2,7443.332,7433.4,7333.586666666667,7567.146666666666,6922.0
25,7231.4,7431.0199999999995,7420.8,7323.286666666667,7554.2,6922.0
