gen,best,mean,median,top 30%,bot 30%,optimal_val
0,7429.0,7741.604000000001,7747.4,7604.346666666667,7878.406666666667,6922.0
1,7401.8,7731.706,7735.2,7586.133333333333,7872.846666666666,6922.0
2,7376.2,7711.403999999998,7716.6,7560.339999999999,7860.68,6922.0
3,7361.4,7680.747999999998,7686.2,7541.626666666666,7819.819999999998,6922.0
4,7353.4,7650.159999999999,7655.0,7506.74,7789.646666666667,6922.0
5,7335.0,7632.548,7636.9,7491.7,7772.3133333333335,6922.0
6,7325.8,7609.248,7611.1,7471.7733333333335,7748.746666666666,6922.0
7,7317.8,7588.234000000001,7588.5,7454.753333333332,7723.360000000001,6922.0
8,7293.2,7579.01,7576.3,7448.993333333334,7714.4,6922.0
9,7279.6,7561.210000000001,7560.5,7428.646666666667,7696.966666666667,6922.0
10,7273.6,7548.891999999998,7547.9,7420.286666666667,7679.459999999999,6922.0
11,7271.4,7531.473999999999,7534.7,7391.7666666666655,7664.826666666666,6922.0
12,7271.0,7516.264,7523.2,7378.793333333333,7652.286666666667,6922.0
13,7261.4,7490.413999999999,7496.8,7356.24,7625.1866666666665,6922.0
14,7253.6,7474.784,7471.9,7341.333333333333,7617.733333333333,6922.0
15,7249.0,7470.092,7457.7,7340.7266666666665,7616.88,6922.0
16,7247.8,7454.045999999999,7442.4,7330.066666666666,7592.0666666666675,6922.0
17,7245.0,7445.834,7428.4,7330.286666666667,7585.240000000001,6922.0
18,7236.0,7440.728,7422.4,7322.893333333333,7582.513333333333,6922.0
19,7235.4,7429.845999999998,7406.5,7319.826666666666,7570.300000000001,6922.0
20,7231.2,7420.749999999998,7402.2,7313.853333333334,7553.573333333334,6922.0
21,7224.2,7413.503999999999,7394.4,7303.526666666667,7547.720000000001,6922.0
22,7223.2,7407.3460000000005,7384.3,7300.446666666665,7541.613333333333,6922.0
23,7222.4,7406.447999999999,7389.7,7297.113333333333,7537.973333333333,6922.0
24,7222.4,7397.456,7379.5,7294.559999999998,7521.966666666669,6922.0
25,7219.4,7398.423999999997,7376.2,7293.0533333333315,7528.44,6922.0
26,7216.6,7392.811999999998,7375.3,7288.799999999998,7519.966666666667,6922.0
27,7214.8,7394.508,7373.6,7287.226666666667,7527.613333333333,6922.0
28,7202.2,7390.214,7373.5,7285.713333333333,7517.373333333334,6922.0
29,7202.2,7387.6500000000015,7375.0,7282.5,7512.413333333333,6922.0
30,7195.6,7377.155999999998,7358.7,7277.18,7499.453333333333,6922.0
31,7194.4,7377.526,7352.2,7274.499999999998,7508.873333333332,6922.0
32,7190.8,7378.778,7352.2,7267.106666666667,7522.780000000001,6922.0
33,7188.0,7366.152,7342.4,7259.326666666666,7503.58,6922.0
34,7188.0,7355.456000000001,7332.8,7258.186666666666,7483.946666666666,6922.0
35,7181.6,7358.864,7332.0,7252.5,7501.173333333334,6922.0
36,7179.4,7358.336,7333.7,7252.946666666666,7499.4800000000005,6922.0
37,7176.0,7357.464000000002,7331.9,7248.493333333334,7498.0,6922.0
38,7173.6,7343.85,7323.5,7233.853333333333,7479.0,6922.0
39,7170.6,7338.588000000001,7321.5,7232.633333333333,7468.253333333334,6922.0
40,7167.6,7336.156,7313.6,7228.12,7474.9333333333325,6922.0
41,7162.4,7322.373999999999,7306.7,7219.886666666667,7446.92,6922.0
42,7159.6,7311.95,7285.8,7208.493333333334,7449.913333333335,6922.0
43,7153.8,7304.093999999997,7281.2,7204.633333333333,7433.666666666667,6922.0
44,7153.8,7301.394,7270.9,7200.553333333332,7440.2,6922.0
45,7146.2,7295.109999999999,7266.7,7195.633333333333,7429.620000000001,6922.0
46,7141.6,7291.291999999999,7258.5,7190.866666666666,7435.38,6922.0
47,7137.6,7285.318000000001,7257.2,7187.533333333333,7421.126666666668,6922.0
48,7136.6,7277.730000000001,7248.5,7186.473333333332,7404.553333333334,6922.0
49,7132.6,7265.790000000003,7241.8,7181.7666666666655,7382.193333333334,6922.0
