gen,best,mean,median,top 30%,bot 30%,optimal_val
0,7415.8,7729.665999999999,7730.8,7585.293333333332,7874.259999999999,6922.0
1,7412.2,7706.4800000000005,7708.3,7563.639999999999,7851.920000000001,6922.0
2,7412.2,7680.174000000002,7685.2,7544.1866666666665,7816.053333333335,6922.0
3,7387.4,7658.552000000001,7666.5,7522.953333333334,7790.8,6922.0
4,7383.2,7637.434000000001,7639.2,7497.039999999999,7777.9800000000005,6922.0
5,7380.6,7620.898000000001,7623.1,7487.126666666666,7757.206666666665,6922.0
6,7366.4,7603.588000000001,7603.5,7465.759999999999,7742.126666666666,6922.0
7,7366.4,7588.420000000001,7584.6,7448.640000000001,7731.913333333335,6922.0
8,7363.0,7569.35,7565.7,7433.313333333334,7713.306666666666,6922.0
9,7356.4,7547.0639999999985,7545.5,7413.459999999999,7688.1866666666665,6922.0
10,7335.2,7516.103999999999,7512.7,7395.993333333334,7650.573333333334,6922.0
11,7330.8,7489.217999999999,7475.1,7382.246666666668,7615.953333333334,6922.0
12,7320.4,7465.2080000000005,7456.4,7366.840000000001,7586.453333333333,6922.0
13,7319.0,7444.681999999999,7425.8,7357.979999999999,7551.780000000002,6922.0
14,7316.4,7425.040000000004,7408.7,7348.499999999998,7523.873333333334,6922.0
15,7312.6,7410.206000000003,7400.0,7340.926666666668,7500.0999999999985,6922.0
16,7301.2,7395.116000000002,7379.0,7335.586666666667,7473.733333333333,6922.0
17,7291.6,7389.648000000001,7375.0,7331.1799999999985,7471.039999999999,6922.0
18,7283.2,7379.517999999999,7367.2,7328.91333333333,7451.5599999999995,6922.0
19,7278.8,7369.62,7352.2,7323.093333333332,7437.126666666666,6922.0
20,7276.4,7361.6900000000005,7345.4,7318.2599999999975,7424.866666666667,6922.0
21,7274.4,7356.272000000002,7342.8,7310.133333333333,7417.1799999999985,6922.0
22,7271.8,7352.991999999998,7343.0,7308.246666666664,7411.613333333333,6922.0
23,7271.6,7353.8,7341.3,7304.473333333331,7419.0666666666675,6922.0
24,7266.0,7346.438,7338.7,7295.973333333332,7408.76,6922.0
25,7261.6,7343.934000000001,7335.1,7292.579999999999,7414.646666666667,6922.0
26,7261.2,7334.498000000001,7317.7,7286.366666666667,7402.9400000000005,6922.0
27,7251.0,7327.470000000001,7314.5,7281.573333333332,7391.786666666667,6922.0
28,7247.6,7321.111999999998,7312.2,7277.813333333332,7380.9333333333325,6922.0
29,7229.0,7318.237999999996,7305.3,7274.493333333332,7379.839999999998,6922.0
30,7228.8,7314.577999999997,7303.0,7271.753333333332,7375.493333333334,6922.0
31,7214.0,7308.219999999997,7298.2,7267.0599999999995,7364.380000000002,6922.0
32,7208.4,7305.889999999997,7298.3,7263.539999999999,7362.546666666667,6922.0
33,7208.4,7301.917999999998,7292.1,7258.146666666667,7360.406666666667,6922.0
34,7194.6,7298.452,7292.4,7252.026666666667,7356.353333333334,6922.0
35,7194.0,7299.535999999998,7292.7,7245.6866666666665,7367.159999999999,6922.0
36,7194.0,7295.041999999997,7286.6,7242.073333333332,7359.893333333332,6922.0
37,7192.6,7288.363999999999,7281.2,7235.58,7350.606666666668,6922.0
38,7192.6,7285.454,7279.9,7228.6866666666665,7352.346666666667,6922.0
39,7188.2,7280.029999999999,7275.0,7227.706666666667,7342.546666666667,6922.0
40,7188.2,7270.446000000002,7264.4,7222.473333333333,7328.44,6922.0
41,7182.6,7264.318000000002,7252.4,7217.546666666666,7324.893333333333,6922.0
42,7182.4,7260.632000000002,7249.2,7214.466666666665,7322.393333333333,6922.0
43,7180.4,7257.292000000001,7244.2,7212.013333333333,7319.660000000001,6922.0
44,7176.0,7257.796000000002,7243.9,7209.919999999998,7328.006666666666,6922.0
45,7174.2,7255.250000000005,7236.4,7207.62,7325.8133333333335,6922.0
46,7172.8,7252.980000000003,7234.0,7205.479999999999,7322.593333333333,6922.0
47,7170.4,7248.064000000003,7230.8,7202.0666666666675,7313.626666666666,6922.0
48,7170.4,7247.572000000002,7229.1,7198.839999999999,7317.493333333334,6922.0
49,7167.8,7244.568000000002,7226.3,7197.386666666667,7313.126666666666,6922.0
50,7166.6,7243.588000000002,7225.8,7197.299999999998,7311.2666666666655,6922.0
51,7166.6,7245.082,7225.6,7194.6,7319.9800000000005,6922.0
52,7165.0,7246.156000000001,7226.9,7191.0666666666675,7327.913333333332,6922.0
53,7165.0,7245.924000000001,7226.4,7189.666666666666,7330.959999999999,6922.0
54,7163.6,7245.330000000002,7226.3,7188.253333333332,7331.473333333333,6922.0
