gen,best,mean,median,top 30%,bot 30%,optimal_val
0,7437.0,7745.044,7748.0,7603.033333333333,7886.259999999999,6922.0
1,7394.2,7734.140000000001,7739.3,7582.5199999999995,7882.3133333333335,6922.0
2,7369.6,7727.651999999999,7731.6,7577.506666666668,7876.713333333333,6922.0
3,7362.2,7718.469999999999,7724.8,7568.973333333332,7863.106666666667,6922.0
4,7350.6,7710.758000000002,7717.4,7561.086666666667,7858.279999999999,6922.0
5,7350.6,7711.548,7718.7,7556.140000000001,7863.4333333333325,6922.0
6,7336.4,7702.7300000000005,7709.3,7545.12,7858.840000000001,6922.0
7,7327.8,7706.1,7712.4,7558.046666666666,7850.433333333334,6922.0
8,7327.8,7699.335999999998,7708.0,7550.5666666666675,7843.3200000000015,6922.0
9,7327.8,7701.306000000001,7702.5,7547.693333333334,7855.6,6922.0
10,7327.8,7704.6720000000005,7708.0,7553.853333333333,7856.193333333334,6922.0
11,7327.6,7701.891999999998,7708.0,7549.913333333333,7851.453333333333,6922.0
12,7320.8,7692.204,7696.7,7536.460000000001,7848.639999999999,6922.0
13,7315.8,7698.290000000003,7704.0,7549.039999999999,7845.4,6922.0
14,7315.8,7695.614000000001,7695.0,7541.413333333335,7852.720000000001,6922.0
15,7308.4,7689.905999999998,7692.2,7538.266666666667,7839.773333333333,6922.0
16,7301.2,7684.432000000001,7695.5,7533.666666666667,7825.979999999999,6922.0
17,7301.2,7687.7,7687.8,7537.606666666667,7839.366666666666,6922.0
18,7301.2,7693.183999999999,7698.0,7538.473333333332,7844.193333333332,6922.0
19,7301.2,7687.808,7696.9,7539.506666666666,7827.926666666666,6922.0
20,7300.8,7691.412000000001,7698.4,7535.6933333333345,7843.953333333333,6922.0
21,7294.0,7688.144,7699.0,7532.013333333333,7834.366666666666,6922.0
22,7294.0,7695.142,7702.7,7537.0999999999985,7845.833333333334,6922.0
23,7294.0,7698.182000000001,7707.2,7540.573333333334,7850.0199999999995,6922.0
24,7290.6,7696.185999999999,7697.1,7542.746666666666,7851.586666666665,6922.0
25,7290.6,7691.316000000001,7699.9,7536.446666666666,7843.506666666666,6922.0
26,7290.6,7691.084000000001,7701.7,7536.173333333332,7839.2733333333335,6922.0
27,7290.6,7689.028,7692.2,7541.826666666666,7835.673333333332,6922.0
28,7290.2,7687.384,7682.7,7539.533333333335,7842.426666666666,6922.0
29,7290.2,7689.463999999998,7696.3,7534.993333333334,7839.553333333332,6922.0
30,7290.2,7686.65,7697.9,7530.393333333333,7833.926666666668,6922.0
31,7288.6,7689.629999999999,7699.2,7533.68,7838.946666666666,6922.0
32,7288.6,7686.476000000001,7690.8,7535.2733333333335,7834.786666666667,6922.0
33,7288.6,7690.394,7692.5,7538.38,7840.626666666666,6922.0
34,7288.6,7688.544,7696.1,7531.3,7837.493333333334,6922.0
35,7287.6,7681.43,7689.8,7525.913333333333,7834.1799999999985,6922.0
36,7287.6,7682.462000000001,7690.3,7525.74,7836.159999999999,6922.0
37,7287.6,7678.238,7685.3,7519.326666666668,7833.673333333332,6922.0
38,7287.6,7678.392000000002,7680.3,7525.286666666667,7833.653333333334,6922.0
39,7281.4,7683.102000000001,7688.3,7528.686666666666,7835.5,6922.0
40,7281.4,7690.719999999998,7695.5,7538.3133333333335,7839.479999999999,6922.0
41,7281.4,7693.174000000001,7694.6,7543.293333333333,7845.353333333333,6922.0
42,7276.6,7689.052000000001,7701.3,7531.24,7840.106666666667,6922.0
43,7276.6,7690.321999999998,7694.6,7541.606666666665,7836.833333333333,6922.0
44,7270.4,7680.098,7685.0,7520.660000000001,7835.993333333334,6922.0
45,7265.6,7681.532000000001,7689.1,7526.653333333334,7832.393333333333,6922.0
46,7264.2,7677.728,7685.2,7522.333333333334,7829.526666666667,6922.0
47,7264.2,7673.977999999998,7685.0,7521.699999999999,7820.426666666666,6922.0
48,7264.2,7677.329999999999,7687.3,7518.1533333333355,7829.346666666666,6922.0
49,7264.2,7679.576000000001,7686.1,7514.68,7840.426666666666,6922.0
50,7263.0,7681.382,7691.1,7520.033333333335,7834.44,6922.0
51,7263.0,7682.170000000001,7688.2,7527.2,7832.846666666667,6922.0
52,7263.0,7681.4659999999985,7690.0,7520.786666666667,7837.160000000001,6922.0
53,7263.0,7676.740000000001,7688.0,7522.38,7823.879999999999,6922.0
54,7259.6,7675.388000000001,7686.5,7518.993333333334,7823.166666666666,6922.0
55,7257.6,7677.051999999999,7683.1,7520.5666666666675,7828.046666666666,6922.0
56,7254.8,7680.01,7680.4,7525.339999999999,7835.613333333335,6922.0
57,7254.8,7681.17,7688.6,7524.866666666667,7833.493333333335,6922.0
58,7254.8,7676.464,7683.4,7521.660000000001,7828.906666666667,6922.0
59,7254.4,7684.4039999999995,7691.6,7530.053333333334,7835.746666666666,6922.0
60,7254.4,7687.848,7691.9,7532.986666666667,7838.386666666667,6922.0
61,7254.4,7691.144,7695.7,7534.426666666668,7846.833333333333,6922.0
62,7254.4,7691.032000000001,7697.2,7534.266666666667,7844.1866666666665,6922.0
63,7254.4,7684.5419999999995,7697.1,7526.039999999999,7836.306666666666,6922.0
64,7254.4,7685.0599999999995,7694.9,7524.946666666668,7839.153333333334,6922.0
65,7249.2,7689.237999999999,7701.0,7522.746666666666,7845.540000000001,6922.0
66,7249.2,7689.140000000001,7694.9,7531.573333333334,7842.62,6922.0
67,7249.2,7684.625999999999,7690.6,7523.973333333333,7839.6,6922.0
68,7249.2,7687.755999999999,7698.5,7529.520000000001,7837.833333333334,6922.0
69,7249.2,7686.362000000001,7697.1,7526.920000000001,7839.206666666665,6922.0
70,7245.8,7682.625999999999,7691.8,7526.4800000000005,7833.373333333334,6922.0
71,7245.8,7681.3420000000015,7683.2,7523.420000000001,7835.353333333333,6922.0
72,7245.8,7678.773999999999,7690.9,7520.660000000001,7827.706666666668,6922.0
73,7242.6,7679.128,7688.2,7515.086666666665,7835.493333333334,6922.0
74,7238.8,7681.07,7687.1,7521.76,7838.293333333333,6922.0
75,7238.8,7678.433999999999,7682.3,7522.840000000001,7829.086666666667,6922.0
76,7238.8,7683.995999999999,7694.3,7518.08,7840.086666666667,6922.0
77,7238.8,7686.795999999999,7696.6,7531.8133333333335,7836.08,6922.0
78,7238.8,7684.864,7693.8,7520.646666666666,7841.453333333334,6922.0
79,7238.8,7686.522,7697.0,7527.726666666667,7838.013333333333,6922.0
80,7237.6,7675.665999999999,7684.9,7512.953333333331,7831.346666666666,6922.0
81,7237.6,7681.314000000001,7689.1,7521.753333333334,7832.7733333333335,6922.0
82,7237.6,7669.162000000001,7674.7,7505.193333333334,7828.92,6922.0
83,7237.6,7677.842,7690.4,7520.866666666666,7825.280000000001,6922.0
84,7234.4,7673.2440000000015,7684.9,7513.926666666666,7824.613333333333,6922.0
85,7234.4,7678.542000000001,7688.4,7514.846666666667,7834.533333333333,6922.0
86,7234.4,7667.773999999999,7672.8,7507.833333333333,7827.1,6922.0
87,7231.4,7670.084000000001,7673.4,7509.946666666668,7828.780000000001,6922.0
88,7231.4,7678.610000000001,7687.0,7517.073333333332,7834.600000000001,6922.0
89,7230.8,7683.615999999999,7685.8,7524.7666666666655,7837.960000000001,6922.0
90,7230.8,7679.6900000000005,7681.8,7515.539999999999,7838.9333333333325,6922.0
91,7228.6,7677.774,7684.0,7519.24,7831.12,6922.0
92,7225.6,7679.825999999998,7686.1,7520.9000000000015,7833.4800000000005,6922.0
93,7220.6,7677.406,7686.4,7515.526666666665,7831.0999999999985,6922.0
94,7220.6,7679.351999999999,7685.8,7523.586666666668,7828.959999999999,6922.0
95,7218.4,7669.148000000001,7676.6,7503.753333333332,7827.459999999999,6922.0
96,7218.4,7670.9220000000005,7679.5,7517.253333333332,7818.133333333333,6922.0
97,7218.4,7674.797999999998,7678.6,7519.620000000001,7828.1,6922.0
98,7218.4,7673.886,7678.1,7515.5,7829.113333333333,6922.0
99,7217.2,7667.896000000001,7675.6,7515.106666666668,7816.4,6922.0
