gen,best,mean,median,top 30%,bot 30%,optimal_val
0,7422.0,7744.126000000001,7744.9,7605.5133333333315,7883.146666666666,6922.0
1,7404.2,7732.924000000001,7734.0,7593.653333333334,7872.146666666666,6922.0
2,7385.0,7696.201999999999,7707.9,7560.553333333332,7823.82,6922.0
3,7380.8,7677.5740000000005,7677.3,7539.860000000001,7816.706666666667,6922.0
4,7363.0,7647.235999999999,7653.5,7517.966666666665,7771.993333333332,6922.0
5,7360.4,7625.05,7638.4,7492.686666666668,7747.946666666668,6922.0
6,7356.4,7600.598000000001,7603.3,7477.193333333334,7723.793333333333,6922.0
7,7353.2,7582.182000000001,7582.9,7461.040000000001,7705.9400000000005,6922.0
8,7353.2,7562.304000000001,7554.0,7451.1799999999985,7682.626666666666,6922.0
9,7351.0,7539.17,7529.2,7437.986666666667,7652.353333333333,6922.0
10,7345.6,7517.718000000001,7508.2,7426.293333333332,7624.339999999999,6922.0
11,7343.0,7495.0700000000015,7485.1,7413.406666666667,7589.113333333335,6922.0
12,7343.0,7475.784,7473.3,7401.193333333334,7560.8200000000015,6922.0
13,7343.0,7458.187999999997,7458.2,7390.320000000002,7529.386666666667,6922.0
14,7343.0,7444.593999999997,7447.5,7384.44,7509.6866666666665,6922.0
15,7343.0,7434.345999999996,7442.4,7378.366666666667,7492.413333333335,6922.0
16,7343.0,7423.143999999995,7411.3,7377.213333333335,7481.953333333334,6922.0
17,7343.0,7412.319999999997,7404.4,7375.033333333333,7463.419999999998,6922.0
18,7343.0,7404.041999999996,7399.6,7374.58,7442.126666666666,6922.0
19,7343.0,7400.321999999997,7396.8,7375.3,7431.219999999999,6922.0
20,7343.0,7397.401999999999,7392.0,7375.073333333334,7426.4,6922.0
21,7343.0,7392.365999999999,7386.6,7372.733333333333,7418.873333333334,6922.0
22,7343.0,7388.927999999998,7382.4,7371.3,7412.759999999999,6922.0
23,7343.0,7385.079999999999,7381.8,7369.153333333334,7407.073333333334,6922.0
24,7343.0,7381.901999999997,7379.4,7366.846666666667,7399.706666666667,6922.0
25,7343.0,7380.279999999999,7379.2,7366.88,7393.8,6922.0
26,7343.0,7379.721999999997,7379.0,7364.593333333332,7397.626666666668,6922.0
27,7343.0,7374.687999999997,7370.8,7363.133333333333,7390.866666666669,6922.0
28,7343.0,7369.659999999998,7367.2,7361.246666666668,7382.840000000001,6922.0
29,7343.0,7365.565999999997,7362.6,7361.206666666667,7374.220000000003,6922.0
30,7343.0,7364.743999999997,7362.0,7361.18,7371.746666666669,6922.0
31,7343.0,7365.347999999998,7362.0,7361.139999999999,7373.840000000002,6922.0
32,7343.0,7365.115999999997,7362.0,7361.18,7373.006666666668,6922.0
33,7343.0,7364.439999999997,7362.0,7361.139999999999,7370.893333333335,6922.0
34,7343.0,7364.477999999997,7362.0,7361.193333333334,7371.026666666668,6922.0
35,7343.0,7364.219999999997,7362.0,7361.206666666667,7370.1933333333345,6922.0
36,7343.0,7363.885999999997,7362.0,7361.139999999999,7369.146666666667,6922.0
37,7343.0,7363.457999999997,7362.0,7361.206666666667,7367.6533333333355,6922.0
38,7343.0,7365.405999999998,7362.0,7361.18,7374.173333333334,6922.0
39,7343.0,7362.915999999997,7362.0,7361.113333333333,7365.9400000000005,6922.0
40,7343.0,7363.337999999998,7362.0,7361.153333333333,7367.306666666668,6922.0
41,7343.0,7362.797999999998,7362.0,7361.1,7365.560000000002,6922.0
42,7343.0,7363.497999999998,7362.0,7361.166666666667,7367.826666666668,6922.0
43,7343.0,7362.881999999998,7362.0,7360.860000000001,7366.080000000002,6922.0
44,7343.0,7363.867999999998,7362.0,7360.566666666666,7369.660000000002,6922.0
45,7343.0,7364.8539999999975,7362.0,7361.206666666667,7372.306666666668,6922.0
46,7343.0,7363.033999999998,7362.0,7361.139999999999,7366.306666666668,6922.0
47,7343.0,7364.5059999999985,7362.0,7361.0199999999995,7371.333333333333,6922.0
48,7343.0,7364.485999999999,7362.0,7361.073333333334,7371.213333333335,6922.0
49,7343.0,7363.1799999999985,7362.0,7361.06,7366.873333333334,6922.0
50,7343.0,7367.307999999999,7361.6,7357.113333333333,7381.126666666668,6922.0
51,7343.0,7367.943999999999,7370.8,7357.886666666667,7378.793333333333,6922.0
52,7343.0,7369.658,7370.8,7359.046666666667,7380.280000000002,6922.0
53,7343.0,7369.615999999999,7370.8,7360.206666666667,7379.593333333335,6922.0
54,7343.0,7367.151999999999,7370.8,7360.9800000000005,7374.286666666667,6922.0
55,7343.0,7361.564,7358.4,7357.886666666667,7369.153333333334,6922.0
56,7343.0,7360.321999999998,7358.4,7357.886666666667,7365.32,6922.0
57,7343.0,7350.942,7348.8,7348.606666666667,7356.133333333333,6922.0
58,7343.0,7350.245999999999,7348.8,7348.606666666667,7353.8133333333335,6922.0
59,7343.0,7349.457999999999,7348.8,7348.606666666667,7351.1866666666665,6922.0
60,7343.0,7349.109999999999,7348.8,7348.606666666667,7350.026666666667,6922.0
61,7343.0,7349.253999999999,7348.8,7348.606666666667,7350.506666666666,6922.0
62,7343.0,7349.765999999999,7348.8,7348.606666666667,7352.213333333333,6922.0
