gen,best,mean,median,top 30%,bot 30%,optimal_val
0,7440.0,7750.834,7756.6,7605.506666666666,7894.826666666668,6922.0
1,7412.6,7727.8240000000005,7737.5,7582.093333333333,7871.966666666667,6922.0
2,7397.8,7699.544,7704.9,7557.486666666666,7840.0,6922.0
3,7392.4,7682.082,7685.1,7538.053333333334,7827.379999999999,6922.0
4,7362.8,7658.088000000001,7659.0,7515.326666666668,7802.753333333334,6922.0
5,7360.6,7642.437999999999,7642.6,7507.406666666667,7780.393333333333,6922.0
6,7354.0,7625.637999999999,7630.9,7494.406666666667,7752.633333333333,6922.0
7,7340.8,7620.452,7622.5,7490.286666666667,7748.153333333333,6922.0
8,7337.8,7609.862000000001,7614.2,7486.473333333333,7733.006666666668,6922.0
9,7322.0,7591.294,7592.5,7463.56,7719.813333333334,6922.0
10,7320.2,7578.674000000001,7584.6,7451.3200000000015,7702.313333333334,6922.0
11,7310.6,7564.43,7570.3,7438.4333333333325,7687.326666666668,6922.0
12,7291.2,7543.592,7547.0,7418.220000000001,7666.273333333333,6922.0
13,7261.4,7533.104000000001,7539.2,7409.3,7654.019999999999,6922.0
14,7261.4,7518.188,7521.9,7397.94,7639.019999999999,6922.0
15,7260.8,7505.168,7505.8,7380.040000000001,7633.92,6922.0
16,7246.4,7485.7300000000005,7484.2,7359.993333333334,7614.066666666666,6922.0
17,7246.4,7466.105999999998,7465.6,7342.626666666666,7591.26,6922.0
18,7240.6,7451.856,7455.9,7328.013333333334,7576.366666666667,6922.0
19,7239.0,7435.314,7435.5,7319.033333333335,7561.106666666665,6922.0
20,7234.8,7424.114000000001,7413.2,7310.713333333333,7553.866666666669,6922.0
21,7232.2,7416.4839999999995,7396.3,7307.066666666666,7549.353333333333,6922.0
22,7221.8,7405.573999999998,7387.0,7301.1866666666665,7533.713333333333,6922.0
23,7219.0,7390.192,7376.1,7298.0666666666675,7503.4000000000015,6922.0
24,7215.4,7387.321999999998,7370.4,7288.966666666667,7509.246666666668,6922.0
25,7215.4,7377.823999999999,7360.6,7283.406666666668,7496.846666666667,6922.0
26,7213.6,7373.594,7360.5,7274.346666666667,7495.493333333335,6922.0
27,7203.8,7367.136000000001,7347.4,7267.12,7492.693333333334,6922.0
28,7199.0,7360.492,7342.8,7258.093333333333,7487.0199999999995,6922.0
29,7196.8,7353.071999999998,7336.1,7256.613333333333,7472.213333333335,6922.0
30,7192.4,7345.07,7332.3,7249.7733333333335,7461.220000000001,6922.0
31,7175.8,7333.661999999998,7323.7,7244.006666666668,7441.2666666666655,6922.0
32,7175.8,7332.357999999998,7319.8,7241.446666666666,7443.026666666665,6922.0
33,7175.8,7334.515999999998,7322.3,7242.12,7444.8,6922.0
34,7164.2,7328.495999999997,7316.4,7238.633333333333,7436.4400000000005,6922.0
35,7164.2,7328.713999999998,7311.3,7230.56,7449.359999999999,6922.0
36,7163.4,7321.395999999999,7297.0,7226.4400000000005,7447.153333333333,6922.0
37,7162.4,7307.535999999998,7284.8,7217.993333333334,7422.933333333334,6922.0
38,7156.0,7309.237999999999,7286.6,7214.613333333333,7431.220000000001,6922.0
39,7153.8,7305.434000000001,7282.4,7210.3200000000015,7429.24,6922.0
40,7153.6,7295.376000000001,7276.7,7206.726666666667,7410.0199999999995,6922.0
41,7153.6,7288.286,7271.4,7204.120000000001,7396.906666666667,6922.0
42,7151.0,7284.234000000001,7261.2,7196.966666666665,7402.5666666666675,6922.0
43,7150.8,7279.039999999999,7264.5,7193.219999999999,7387.5666666666675,6922.0
44,7146.6,7276.056000000001,7253.9,7187.873333333332,7395.1866666666665,6922.0
45,7146.6,7271.464000000002,7246.9,7187.473333333332,7386.6,6922.0
46,7146.6,7269.998,7244.9,7184.973333333332,7386.606666666667,6922.0
47,7145.6,7272.442,7239.2,7183.460000000001,7402.359999999999,6922.0
48,7142.0,7266.818000000001,7237.2,7181.8133333333335,7392.613333333333,6922.0
49,7141.6,7264.2919999999995,7234.9,7181.4800000000005,7386.113333333333,6922.0
50,7139.6,7265.110000000001,7239.7,7184.1,7379.9,6922.0
51,7136.0,7264.488,7236.8,7184.26,7379.4,6922.0
52,7131.0,7266.253999999999,7231.8,7183.426666666668,7390.906666666668,6922.0
53,7130.0,7260.015999999999,7231.8,7179.160000000001,7377.793333333333,6922.0
54,7129.8,7261.69,7237.0,7177.653333333333,7380.040000000001,6922.0
55,7128.6,7259.6039999999975,7235.8,7176.693333333334,7376.780000000001,6922.0
56,7126.6,7260.74,7231.4,7174.9,7385.82,6922.0
57,7125.4,7259.4800000000005,7231.2,7174.886666666667,7382.193333333334,6922.0
58,7125.4,7252.361999999999,7230.9,7171.7733333333335,7364.073333333334,6922.0
59,7124.6,7249.942,7224.0,7169.893333333332,7364.946666666666,6922.0
60,7124.6,7251.051999999999,7226.1,7168.833333333334,7367.073333333334,6922.0
61,7124.4,7254.812,7222.2,7169.913333333333,7378.240000000001,6922.0
62,7121.0,7255.2339999999995,7220.1,7168.746666666666,7386.479999999999,6922.0
63,7119.2,7252.436,7219.3,7166.120000000001,7382.1,6922.0
64,7118.8,7244.8240000000005,7212.5,7161.8,7366.273333333333,6922.0
65,7118.8,7238.232000000001,7210.0,7158.42,7355.453333333333,6922.0
66,7113.4,7237.945999999999,7207.0,7154.8,7363.266666666667,6922.0
67,7113.4,7242.159999999999,7207.4,7155.366666666666,7373.999999999998,6922.0
68,7113.4,7243.081999999999,7207.5,7154.146666666666,7379.913333333333,6922.0
69,7113.2,7246.135999999999,7206.4,7154.206666666667,7388.653333333333,6922.0
70,7113.2,7243.001999999999,7207.1,7154.606666666667,7380.253333333334,6922.0
71,7109.6,7243.586000000001,7205.5,7151.1866666666665,7386.806666666666,6922.0
72,7109.6,7241.344,7205.6,7151.873333333334,7374.306666666666,6922.0
73,7109.4,7242.472000000002,7208.0,7152.753333333332,7377.44,6922.0
74,7109.2,7233.861999999999,7204.8,7147.446666666666,7359.706666666667,6922.0
75,7107.8,7232.206,7202.5,7145.800000000003,7358.646666666667,6922.0
76,7106.8,7234.477999999998,7202.6,7148.433333333334,7364.853333333333,6922.0
77,7106.8,7236.82,7197.5,7144.959999999997,7371.573333333334,6922.0
78,7102.4,7230.778,7197.7,7144.113333333333,7359.5666666666675,6922.0
79,7102.4,7236.719999999999,7204.1,7146.213333333333,7369.006666666666,6922.0
80,7102.4,7229.473999999999,7196.4,7147.073333333332,7351.0199999999995,6922.0
81,7101.4,7225.167999999998,7198.5,7147.6,7338.346666666667,6922.0
82,7096.6,7227.643999999998,7193.2,7148.633333333334,7344.8133333333335,6922.0
83,7096.6,7228.995999999999,7201.6,7146.926666666668,7345.2,6922.0
84,7096.6,7234.825999999998,7201.5,7145.873333333335,7362.639999999999,6922.0
85,7096.6,7240.017999999999,7209.7,7145.746666666666,7373.7666666666655,6922.0
86,7096.2,7242.975999999998,7214.5,7145.4800000000005,7379.033333333333,6922.0
87,7096.0,7241.471999999999,7215.6,7147.573333333334,7370.513333333333,6922.0
88,7096.0,7234.209999999999,7210.0,7144.093333333333,7359.62,6922.0
89,7095.4,7229.128,7204.6,7139.660000000001,7350.326666666668,6922.0
90,7095.2,7226.795999999998,7202.2,7137.113333333335,7348.733333333333,6922.0
91,7094.4,7221.6900000000005,7197.1,7133.8200000000015,7345.360000000001,6922.0
92,7092.2,7221.442,7191.0,7130.853333333334,7352.620000000001,6922.0
93,7092.2,7224.056,7194.2,7129.8,7358.373333333334,6922.0
94,7090.8,7218.867999999998,7186.0,7128.253333333334,7347.733333333333,6922.0
95,7089.0,7210.686,7186.0,7127.620000000001,7327.280000000002,6922.0
96,7088.4,7205.918,7175.5,7123.393333333335,7323.819999999998,6922.0
