gen,best,mean,median,top 30%,bot 30%,optimal_val
0,7422.0,7746.565999999999,7750.2,7604.093333333333,7886.4800000000005,6922.0
1,7405.4,7725.541999999999,7728.5,7583.3133333333335,7864.466666666667,6922.0
2,7377.6,7694.712000000001,7702.5,7541.06,7842.133333333331,6922.0
3,7372.6,7670.844,7674.8,7523.493333333334,7816.946666666668,6922.0
4,7347.6,7640.030000000001,7644.0,7493.626666666668,7784.346666666666,6922.0
5,7333.4,7620.129999999999,7626.7,7479.866666666667,7756.533333333335,6922.0
6,7325.4,7602.228,7608.0,7463.793333333333,7739.719999999999,6922.0
7,7319.2,7578.884000000003,7578.7,7438.920000000001,7719.040000000001,6922.0
8,7297.4,7553.218000000001,7544.5,7407.26,7705.2266666666665,6922.0
9,7292.0,7530.136,7528.1,7399.413333333335,7667.566666666666,6922.0
10,7275.4,7512.834000000001,7506.5,7382.926666666668,7655.42,6922.0
11,7272.8,7497.004000000001,7490.0,7367.220000000001,7639.166666666666,6922.0
12,7264.6,7479.255999999999,7467.5,7356.0666666666675,7617.840000000001,6922.0
13,7258.8,7462.752000000002,7455.7,7342.193333333334,7598.9800000000005,6922.0
14,7253.2,7450.536,7440.1,7332.493333333335,7586.073333333332,6922.0
15,7248.4,7435.292000000001,7422.5,7319.76,7568.053333333334,6922.0
16,7243.0,7423.9220000000005,7407.4,7310.6,7561.359999999999,6922.0
17,7223.4,7403.601999999999,7391.5,7299.573333333334,7527.993333333334,6922.0
18,7219.4,7394.242000000001,7377.7,7295.273333333333,7512.24,6922.0
19,7214.4,7387.148000000001,7375.5,7287.153333333333,7504.993333333334,6922.0
20,7210.2,7384.614,7370.5,7280.299999999998,7506.38,6922.0
21,7197.4,7382.3240000000005,7364.1,7272.293333333335,7517.573333333332,6922.0
22,7194.6,7371.034,7355.1,7265.620000000001,7498.280000000001,6922.0
23,7193.6,7351.214,7336.1,7249.586666666668,7474.166666666667,6922.0
24,7188.4,7343.505999999999,7325.9,7241.286666666667,7467.1933333333345,6922.0
25,7176.6,7336.308,7319.1,7234.359999999999,7463.660000000001,6922.0
26,7175.0,7332.35,7313.9,7232.393333333332,7456.88,6922.0
27,7163.6,7316.846,7299.5,7219.633333333334,7436.9333333333325,6922.0
28,7159.0,7310.411999999998,7289.0,7214.526666666668,7436.846666666666,6922.0
29,7150.4,7304.501999999998,7275.8,7209.5199999999995,7436.8133333333335,6922.0
30,7147.2,7298.563999999997,7268.4,7205.993333333334,7427.919999999998,6922.0
31,7145.4,7290.531999999999,7262.1,7203.3133333333335,7410.573333333334,6922.0
32,7144.0,7280.24,7254.9,7197.953333333334,7391.633333333334,6922.0
33,7144.0,7277.863999999999,7253.3,7193.8200000000015,7393.133333333333,6922.0
34,7140.8,7274.644,7248.8,7192.046666666666,7391.446666666666,6922.0
35,7140.8,7272.317999999999,7249.9,7190.800000000001,7382.206666666665,6922.0
36,7139.2,7274.707999999999,7251.5,7193.833333333333,7387.173333333334,6922.0
37,7135.8,7272.7080000000005,7250.8,7191.466666666669,7383.140000000001,6922.0
38,7135.2,7267.671999999999,7247.4,7193.126666666668,7369.806666666666,6922.0
39,7135.2,7268.387999999997,7243.8,7191.946666666668,7374.406666666668,6922.0
40,7134.2,7270.754000000001,7245.2,7190.080000000002,7385.386666666667,6922.0
41,7134.0,7261.156,7242.3,7186.26,7363.066666666666,6922.0
42,7134.0,7263.931999999999,7241.2,7182.920000000001,7376.246666666668,6922.0
43,7124.8,7256.74,7234.6,7180.933333333334,7361.133333333333,6922.0
44,7124.2,7256.098000000001,7223.4,7178.653333333334,7372.773333333333,6922.0
45,7124.2,7255.5419999999995,7222.2,7177.846666666667,7375.226666666667,6922.0
46,7123.8,7250.5920000000015,7219.7,7175.159999999999,7364.4400000000005,6922.0
47,7119.8,7247.848000000001,7214.2,7174.646666666666,7361.893333333332,6922.0
48,7119.8,7241.694000000003,7212.1,7173.499999999998,7346.206666666667,6922.0
49,7116.6,7250.594,7214.6,7171.126666666666,7373.593333333333,6922.0
50,7116.4,7250.798,7218.2,7172.26,7367.7666666666655,6922.0
51,7116.4,7254.997999999998,7217.7,7168.2733333333335,7387.606666666668,6922.0
52,7113.0,7252.852000000001,7216.0,7169.213333333333,7380.0,6922.0
53,7113.0,7248.762000000001,7214.9,7169.253333333334,7368.7,6922.0
54,7113.0,7247.740000000001,7217.1,7173.040000000001,7360.853333333333,6922.0
55,7112.6,7248.639999999999,7222.6,7171.3133333333335,7362.0599999999995,6922.0
56,7112.6,7254.198000000001,7229.3,7171.039999999999,7372.539999999999,6922.0
57,7111.8,7247.2880000000005,7221.6,7168.966666666665,7361.24,6922.0
58,7111.2,7246.323999999999,7216.2,7168.359999999999,7361.726666666667,6922.0
59,7110.4,7248.228,7215.7,7167.780000000001,7368.12,6922.0
60,7110.4,7238.988,7216.7,7165.353333333334,7344.2733333333335,6922.0
61,7110.4,7238.092,7210.1,7163.666666666664,7348.739999999998,6922.0
62,7109.0,7236.209999999999,7205.5,7161.046666666666,7350.666666666667,6922.0
63,7109.0,7238.798,7209.8,7160.799999999998,7354.133333333334,6922.0
64,7109.0,7239.674000000001,7206.8,7158.526666666665,7364.646666666666,6922.0
65,7109.0,7234.44,7202.7,7158.266666666667,7349.4333333333325,6922.0
66,7107.2,7235.505999999999,7209.9,7158.259999999999,7347.166666666667,6922.0
67,7107.2,7238.568000000002,7208.2,7156.346666666666,7359.566666666666,6922.0
68,7103.2,7233.550000000001,7211.5,7152.353333333333,7345.740000000001,6922.0
69,7102.0,7235.228,7206.6,7153.499999999998,7353.213333333333,6922.0
70,7101.0,7236.034,7207.2,7155.1799999999985,7350.266666666667,6922.0
71,7099.0,7228.255999999999,7202.0,7149.906666666665,7339.713333333333,6922.0
72,7099.0,7224.086000000001,7194.7,7142.066666666666,7343.626666666666,6922.0
73,7099.0,7219.629999999999,7197.1,7141.006666666666,7327.746666666666,6922.0
74,7097.6,7217.554000000001,7195.5,7137.046666666667,7328.120000000001,6922.0
75,7097.6,7222.401999999999,7193.4,7132.1866666666665,7351.306666666668,6922.0
76,7097.6,7220.280000000001,7192.3,7129.5,7349.219999999999,6922.0
77,7094.4,7228.942,7197.1,7131.399999999999,7371.093333333335,6922.0
78,7094.4,7223.0099999999975,7188.8,7130.5599999999995,7359.82,6922.0
79,7094.4,7221.5419999999995,7187.6,7128.953333333333,7359.26,6922.0
80,7094.4,7218.603999999999,7182.5,7128.5199999999995,7354.746666666666,6922.0
81,7090.8,7215.128000000002,7179.9,7126.633333333333,7353.306666666666,6922.0
82,7090.8,7212.683999999999,7171.5,7128.039999999999,7347.966666666669,6922.0
83,7090.8,7205.602000000001,7168.5,7128.826666666665,7327.113333333333,6922.0
84,7090.8,7203.444,7169.8,7129.573333333332,7319.68,6922.0
85,7090.8,7194.932000000001,7165.9,7128.246666666666,7298.639999999999,6922.0
86,7090.8,7203.894,7166.6,7126.3,7326.7266666666665,6922.0
87,7090.0,7201.286,7163.5,7123.173333333332,7325.7733333333335,6922.0
88,7088.4,7198.794,7165.7,7120.9,7316.700000000002,6922.0
89,7088.4,7203.33,7166.5,7121.8066666666655,7328.553333333334,6922.0
90,7087.6,7211.724,7168.9,7122.259999999999,7352.9800000000005,6922.0
91,7087.6,7204.829999999999,7168.5,7119.1799999999985,7337.513333333333,6922.0
92,7087.6,7205.622,7169.7,7122.459999999999,7336.026666666667,6922.0
93,7087.4,7213.453999999998,7170.1,7123.633333333334,7355.960000000001,6922.0
94,7087.0,7205.226000000001,7170.6,7120.546666666666,7332.546666666666,6922.0
95,7087.0,7199.294,7168.5,7118.086666666665,7319.660000000001,6922.0
96,7085.6,7199.633999999998,7167.4,7117.786666666665,7322.119999999998,6922.0
97,7082.2,7200.2300000000005,7169.4,7116.686666666666,7323.56,6922.0
98,7082.2,7200.0779999999995,7167.5,7114.639999999998,7326.153333333334,6922.0
99,7082.2,7206.258,7163.3,7114.3066666666655,7348.719999999999,6922.0
